x1;x2;fitness;fitness_call_counter
0,6141976010860859;0,20950919233213916;2,3844716445092775;10050
0,6428812397036906;0,13206519452326593;1,5916791945371171;10050
0,4932686080780603;0,1397155319284329;2,5503391741904005;10050
0,8618211311204418;0,465367420891871;2,945962731130215;10050
0,007348024186784485;0,8147508983854406;0,6722413406909835;10050
0,28975013423744755;0,793675978526641;2,3630644846989366;10050
0,2621464411489022;0,10355156462965653;1,861279362568998;10050
0,056063552366768965;0,8758771276123917;1,0380668273339433;10050
0,04790199790520311;0,17964408616352145;0,9453122650286356;10050
0,7172370449584782;0,766332692275061;1,3403786956018438;10050
0,819961513385003;0,9958269133497539;2,643503065154274;10050
0,02577065480020846;0,282242799840825;1,7026827153534014;10050
0,46722871096895136;0,8160898581967684;2,756089154516209;10050
0,058350438526619586;0,3225707197736333;2,031362234446462;10050
0,31206376266643665;0,12435038678405863;2,32387398949622;10050
0,42978014220802463;0,001925498863264985;2,1576006004761425;10050
0,573338029111669;0,797048682055213;2,1721473480685347;10050
0,06910774097310168;0,17026342226197277;0,946051640089421;10050
0,6548039275744223;0,8101564831730189;1,6710408101344827;10050
0,10367395665994472;0,8875221483179048;1,3391322082311854;10050
0,604362714906399;0,6879352320299108;2,167219238690909;10050
0,7036260191514292;0,44414404600009816;2,9058956418815605;10050
0,12913392692522097;0,5861121696983045;1,940775461921708;10050
0,9603318860300603;0,7744364099122653;2,235540064397123;10050
0,03231014220172168;0,009261202984749972;0,03579939108255559;10050
0,09173705220692474;0,4042759144160898;2,4198156455379625;10050
0,37605277236244783;0,05464077969662384;2,2174454065770184;10050
0,08258858933039925;0,3615378434902987;2,2953493904615505;10050
0,7384092737112242;0,3793512877050246;2,7907689613477396;10050
0,09497126075863682;0,5159308771267878;2,1540644328145597;10050
0,8138013844793222;0,27631337809471157;2,3086081916295136;10050
0,03225213544938654;0,42475530738022504;2,1945268772609947;10050
0,07349825466166904;0,3965429147267969;2,324315287298295;10050
0,148260625753034;0,7400492028540653;1,283203676613596;10050
0,4468340171281121;0,018483168978613906;2,1436290209030764;10050
0,07745082653704771;0,3785736109849507;2,3145682878816825;10050
0,7892794801631482;0,47929270474784325;2,668495908353969;10050
0,3831959668353411;0,0023468206508566736;2,1383179820598075;10050
0,5909489117205667;0,36114920149783025;3,504483454232078;10050
0,8523494322398729;0,07721289958511324;0,9941114912051807;10050
0,42240624016710393;0,03541517551241313;2,2026720083665854;10050
0,2114455763315215;0,17905654342076294;2,0027940380835623;10050
0,7283544423114305;0,24106487530868237;2,0597564558093;10050
0,21581281343370573;0,6991237377526447;1,957000041825416;10050
0,5180376166001779;0,73156849554256;2,5447274444775623;10050
0,6003259538993576;0,14434558944570497;1,9553450704734474;10050
0,729903942480212;0,16944806038736027;1,4715683728014008;10050
0,6263281050247543;0,09300419534025717;1,4507545943527074;10050
0,4927277720829438;0,029966818631532277;2,017566781411601;10050
0,009559919908001313;0,5076508983792863;1,9239843236490297;10050
0,6786329527898366;0,8259014365537776;1,5842110536811083;10050
0,4106275814411142;0,020042729194650222;2,177899434446231;10050
0,33559244459142334;0,06303485722746105;2,11142254956456;10050
0,4249088662437772;0,07211471111719503;2,3228279080919467;10050
0,7273416839668038;0,7361974317136051;1,3524137259621414;10050
0,026669849885084917;0,210102240407659;1,1459714191438208;10050
0,43726739128873204;0,15084883289910034;2,794911473268229;10050
0,6677514764083043;0,6601660517059369;1,9191987504062444;10050
0,7278473418103134;0,2753380220845807;2,3196635774421184;10050
0,01119145921455511;0,5201217697633678;1,8615236622143216;10050
0,9961964436190945;0,7778837176929848;2,582689917400093;10050
0,9742654136735834;0,7469552693494819;2,391924605476255;10050
0,9655966220845054;0,0818706030074613;1,8718576338764379;10050
0,44496263865556773;0,629394017965226;3,303606570722781;10050
0,0751808435723621;0,5614542317178937;1,7883379137074413;10050
0,11949866914650187;0,07807221538188902;0,6115856011154295;10050
0,34714989902032867;0,08477306395530448;2,2563629600471793;10050
0,0936776187656575;0,2992305736722297;2,0598024655281995;10050
0,6444312637568964;0,0743615737723532;1,2446535519381206;10050
0,624293954116375;0,17860709421813092;2,064764748263745;10050
0,10592522911801172;0,4677189265960837;2,41839806409838;10050
0,6117596865132789;0,15785405486772208;1,9819370552796052;10050
0,02684675884313792;0,479402275780217;2,064462183076431;10050
0,04416547698637263;0,7455052388347322;0,7074915992430859;10050
0,03500510684036484;0,04082223160548659;0,09140633184105207;10050
0,680329340849389;0,9118379924844442;2,066016742008567;10050
0,23782185486300456;0,015424446602470887;1,3568287719788774;10050
0,7010371257825871;0,08850234291720893;1,018450306789685;10050
0,04630461241742945;0,17468204255413122;0,9005232794844982;10050
0,6057416072595213;0,793525808448509;1,9528193975446066;10050
0,024932469096971555;0,5393231141926654;1,769323308068123;10050
0,18220595853091082;0,008045887500325533;0,8959601222424618;10050
0,6260904955669424;0,2034759015057409;2,257204799701712;10050
0,1230621951761095;0,3145224999188717;2,328898407209047;10050
0,7550352734241781;0,8173808438409722;1,3092053912179287;10050
0,5504018997340538;0,07201475095924148;1,8436278261881691;10050
0,04549750645459438;0,3634326064188067;2,156362412300982;10050
0,04315605835954239;0,43022716204847256;2,2158043919428723;10050
0,05401427713191276;0,3123583984469147;1,9614326282261616;10050
0,05328107455200981;0,41872410224135237;2,2536627597830674;10050
0,6439939159670894;0,756181186662153;1,7064833373100916;10050
0,5188838633075649;0,027051386350161577;1,8873118418955845;10050
0,09562805730668633;0,8511295500266111;1,082152743223956;10050
0,465453709513427;0,08146570981774703;2,2918359662836782;10050
0,8181406424034434;0,905908290146056;1,8266114411315426;10050
0,43619585122392956;0,050553284626567274;2,2304779887042314;10050
0,06311193429929984;0,664408174498517;1,081215387441004;10050
0,10595398975416459;0,15692267732163612;1,030660415591141;10050
0,458618714222474;0,013191815481422009;2,1117468409962634;10050
0,023961540767651113;0,5080562819259018;1,9373317587984276;10050
